,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release ,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population
20496,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,210.0,New,C Felony,Drug,Trafficking,Yes
20497,2014,2017,,,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Violent,Assault,Yes,482.0,New,Aggravated Misdemeanor,Violent,Assault,No
20498,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,582.0,New,Aggravated Misdemeanor,Property,Theft,Yes
20499,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,No,,No Recidivism,,,,Yes
20500,2014,2017,8JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20501,2014,2017,8JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20502,2014,2017,8JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20503,2014,2017,5JD,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,183.0,New,C Felony,Drug,Trafficking,Yes
20504,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,368.0,Tech,D Felony,Drug,Trafficking,No
20505,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,335.0,New,D Felony,Public Order,Weapons,No
20506,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20507,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20508,2014,2017,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,951.0,Tech,D Felony,Violent,Assault,No
20509,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
20510,2014,2017,7JD,Parole,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,1038.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20511,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,,No Recidivism,,,,No
20512,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,235.0,New,Aggravated Misdemeanor,Property,Theft,No
20513,2014,2017,,,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,52.0,Tech,D Felony,Other,Other Criminal,Yes
20514,2014,2017,1JD,Parole,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Burglary,Yes,918.0,New,D Felony,Property,Burglary,Yes
20515,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
20516,2014,2017,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,Yes,188.0,Tech,D Felony,Drug,Drug Possession,Yes
20517,2014,2017,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,519.0,Tech,C Felony,Drug,Trafficking,No
20518,2014,2017,6JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,155.0,Tech,Aggravated Misdemeanor,Other,Other Criminal,No
20519,2014,2017,8JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,209.0,New,D Felony,Property,Burglary,Yes
20520,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,281.0,New,D Felony,Drug,Trafficking,Yes
20521,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,210.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20522,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
20523,2014,2017,,,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
20524,2014,2017,,,White - Hispanic,25-34,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
20525,2014,2017,,,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,153.0,Tech,D Felony,Other,Other Criminal,No
20526,2014,2017,,,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,987.0,New,D Felony,Property,Forgery/Fraud,No
20527,2014,2017,5JD,Parole,White - Hispanic,35-44,Female,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
20528,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,206.0,New,C Felony,Drug,Trafficking,No
20529,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,920.0,New,D Felony,Property,Burglary,Yes
20530,2014,2017,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20531,2014,2017,5JD,Parole,Black - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
20532,2014,2017,,,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,Yes,100.0,New,D Felony,Public Order,Other Public Order,No
20533,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
20534,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,No,,No Recidivism,,,,No
20535,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes
20536,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,1039.0,New,D Felony,Public Order,OWI,Yes
20537,2014,2017,,,American Indian or Alaska Native - Non-Hispanic,45-54,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20538,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,213.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
20539,2014,2017,6JD,Parole,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20540,2014,2017,,,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,841.0,New,D Felony,Violent,Assault,Yes
20541,2014,2017,1JD,Parole,Black - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes
20542,2014,2017,,,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20543,2014,2017,,,Black - Non-Hispanic,55 and Older,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
20544,2014,2017,2JD,Parole,White - Hispanic,25-34,Female,B Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20545,2014,2017,,,Black - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,438.0,New,C Felony,Violent,Robbery,Yes
20546,2014,2017,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Drug,Trafficking,Yes,905.0,New,C Felony,Property,Theft,No
20547,2014,2017,,,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20548,2014,2017,,,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20549,2014,2017,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,526.0,New,B Felony,Drug,Trafficking,No
20550,2014,2017,,,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20551,2014,2017,,,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20552,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,OWI,Yes,944.0,New,D Felony,Public Order,OWI,No
20553,2014,2017,,,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,Yes
20554,2014,2017,1JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,130.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20555,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,602.0,New,C Felony,Drug,Trafficking,No
20556,2014,2017,6JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,493.0,New,D Felony,Property,Theft,No
20557,2014,2017,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20558,2014,2017,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20559,2014,2017,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No
20560,2014,2017,1JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20561,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,978.0,New,D Felony,Drug,Drug Possession,No
20562,2014,2017,2JD,Parole,White - Non-Hispanic,55 and Older,Female,Aggravated Misdemeanor,Public Order,OWI,No,,No Recidivism,,,,No
20563,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
20564,2014,2017,,,White - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
20565,2014,2017,,,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,423.0,Tech,Aggravated Misdemeanor,Public Order,Alcohol,No
20566,2014,2017,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20567,2014,2017,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20568,2014,2017,5JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20569,2014,2017,5JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,263.0,Tech,B Felony,Drug,Trafficking,Yes
20570,2014,2017,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,838.0,New,D Felony,Property,Theft,No
20571,2014,2017,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,Yes
20572,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20573,2014,2017,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20574,2014,2017,,,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20575,2014,2017,8JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,497.0,New,B Felony,Drug,Trafficking,No
20576,2014,2017,6JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,134.0,Tech,D Felony,Drug,Drug Possession,Yes
20577,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,181.0,Tech,Aggravated Misdemeanor,Drug,Drug Possession,No
20578,2014,2017,8JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,414.0,Tech,C Felony,Drug,Trafficking,No
20579,2014,2017,8JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20580,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,405.0,New,B Felony,Drug,Trafficking,Yes
20581,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes
20582,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20583,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20584,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20585,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20586,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20587,2014,2017,,,Black - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No
20588,2014,2017,2JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,176.0,New,D Felony,Property,Forgery/Fraud,Yes
20589,2014,2017,5JD,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,321.0,New,D Felony,Public Order,OWI,Yes
20590,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,402.0,New,D Felony,Drug,Drug Possession,No
20591,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,370.0,New,B Felony,Drug,Trafficking,Yes
20592,2014,2017,,,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Arson,No,,No Recidivism,,,,No
20593,2014,2017,3JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,336.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20594,2014,2017,,,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,No
20595,2014,2017,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,501.0,New,C Felony,Drug,Trafficking,No
20596,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,No Recidivism,,,,No
20597,2014,2017,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,728.0,New,C Felony,Violent,Assault,Yes
20598,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,No
20599,2014,2017,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,Yes,279.0,Tech,C Felony,Violent,Other Violent,No
20600,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20601,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20602,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20603,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20604,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes
20605,2014,2017,,,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Public Order,Other Public Order,No,,No Recidivism,,,,No
20606,2014,2017,2JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20607,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,669.0,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
20608,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes
20609,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,252.0,New,D Felony,Property,Theft,Yes
20610,2014,2017,3JD,Parole,White - Non-Hispanic,55 and Older,Female,D Felony,Public Order,OWI,No,,No Recidivism,,,,No
20611,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,552.0,New,B Felony,Drug,Trafficking,Yes
20612,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes
20613,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
20614,2014,2017,5JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,,No Recidivism,,,,No
20615,2014,2017,8JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,Yes,479.0,New,D Felony,Public Order,OWI,No
20616,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
20617,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
20618,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
20619,2014,2017,,,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No
20620,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20621,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20622,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20623,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20624,2014,2017,,,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,499.0,Tech,Aggravated Misdemeanor,Other,Other Criminal,No
20625,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,200.0,New,C Felony,Drug,Trafficking,No
20626,2014,2017,,,American Indian or Alaska Native - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Other Violent,No,,No Recidivism,,,,Yes
20627,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,Yes,116.0,Tech,D Felony,Property,Burglary,Yes
20628,2014,2017,6JD,Parole,White - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes,606.0,New,D Felony,Drug,Drug Possession,No
20629,2014,2017,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Drug,Drug Possession,Yes,557.0,Tech,D Felony,Property,Forgery/Fraud,No
20630,2014,2017,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20631,2014,2017,3JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No
20632,2014,2017,,,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20633,2014,2017,,,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20634,2014,2017,7JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Violent,Murder/Manslaughter,Yes,546.0,Tech,C Felony,Violent,Murder/Manslaughter,No
20635,2014,2017,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,83.0,Tech,D Felony,Public Order,OWI,No
20636,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
20637,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
20638,2014,2017,,,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,No,,No Recidivism,,,,No
20639,2014,2017,2JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,No
20640,2014,2017,,,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
20641,2014,2017,,,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,,No Recidivism,,,,Yes
20642,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20643,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20644,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20645,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20646,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20647,2014,2017,8JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20648,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,455.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
20649,2014,2017,2JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
20650,2014,2017,,,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,No
20651,2014,2017,3JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Theft,No,,No Recidivism,,,,No
20652,2014,2017,,,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20653,2014,2017,,,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes
20654,2014,2017,3JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,144.0,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
20655,2014,2017,2JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Theft,Yes,739.0,New,C Felony,Property,Theft,Yes
20656,2014,2017,4JD,Parole,White - Non-Hispanic,45-54,Female,B Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,No
20657,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes
20658,2014,2017,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,747.0,Tech,C Felony,Property,Burglary,Yes
20659,2014,2017,1JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,600.0,Tech,B Felony,Drug,Trafficking,Yes
20660,2014,2017,,,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20661,2014,2017,,,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20662,2014,2017,,,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20663,2014,2017,,,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,,No Recidivism,,,,No
20664,2014,2017,6JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,154.0,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
20665,2014,2017,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,372.0,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal,No
